target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL2366336,Homo sapiens,None,None,13218341,IC50,TEMSIROLIMUS,D-566MG,CHEMBL2363173,BAO_0000219,8.14,SANGER: Inhibition of human D-566MG cell growth in a cell viability assay.
CHEMBL2366356,Homo sapiens,None,None,13218466,IC50,TEMSIROLIMUS,A4-Fuk,CHEMBL2363728,BAO_0000219,7.09,SANGER: Inhibition of human A4-Fuk cell growth in a cell viability assay.
CHEMBL614515,Homo sapiens,None,None,13218556,IC50,TEMSIROLIMUS,A-427,CHEMBL2363729,BAO_0000219,6.74,SANGER: Inhibition of human A427 cell growth in a cell viability assay.
CHEMBL614069,Homo sapiens,None,None,13218655,IC50,TEMSIROLIMUS,A-431,CHEMBL2363730,BAO_0000219,6.18,SANGER: Inhibition of human A431 cell growth in a cell viability assay.
CHEMBL2366145,Homo sapiens,None,None,13218757,IC50,TEMSIROLIMUS,BV-173,CHEMBL2363766,BAO_0000219,7.36,SANGER: Inhibition of human BV-173 cell growth in a cell viability assay.
CHEMBL2366230,Homo sapiens,None,None,13218883,IC50,TEMSIROLIMUS,Becker,CHEMBL2363767,BAO_0000219,7.1,SANGER: Inhibition of human Becker cell growth in a cell viability assay.
CHEMBL1075427,Homo sapiens,None,None,13218978,IC50,TEMSIROLIMUS,COLO-680N,CHEMBL2363850,BAO_0000219,6.54,SANGER: Inhibition of human COLO-680N cell growth in a cell viability assay.
CHEMBL2366176,Homo sapiens,None,None,13219117,IC50,TEMSIROLIMUS,COLO-684,CHEMBL2363851,BAO_0000219,7.88,SANGER: Inhibition of human COLO-684 cell growth in a cell viability assay.
CHEMBL2366331,Homo sapiens,None,None,13219199,IC50,TEMSIROLIMUS,DB,CHEMBL2363174,BAO_0000219,8.51,SANGER: Inhibition of human DB cell growth in a cell viability assay.
CHEMBL614801,Homo sapiens,None,None,13219289,IC50,TEMSIROLIMUS,DBTRG-05MG,CHEMBL2363175,BAO_0000219,6.68,SANGER: Inhibition of human DBTRG-05MG cell growth in a cell viability assay.
CHEMBL1075526,Homo sapiens,None,None,13219447,IC50,TEMSIROLIMUS,NCI-H1793,CHEMBL2363491,BAO_0000219,7.34,SANGER: Inhibition of human NCI-H1793 cell growth in a cell viability assay.
CHEMBL2366346,Homo sapiens,None,None,13219586,IC50,TEMSIROLIMUS,NCI-H1838,CHEMBL2363492,BAO_0000219,6.55,SANGER: Inhibition of human NCI-H1838 cell growth in a cell viability assay.
CHEMBL2366102,Homo sapiens,None,None,13219773,IC50,TEMSIROLIMUS,NCI-H526,CHEMBL2363535,BAO_0000219,7.21,SANGER: Inhibition of human NCI-H526 cell growth in a cell viability assay.
CHEMBL612256,None,None,None,13219863,IC50,TEMSIROLIMUS,NCI-H596,CHEMBL2363536,BAO_0000219,5.98,SANGER: Inhibition of human NCI-H596 cell growth in a cell viability assay.
CHEMBL1075555,Homo sapiens,None,None,13219932,IC50,TEMSIROLIMUS,OE19,CHEMBL2363570,BAO_0000219,4.17,SANGER: Inhibition of human OE19 cell growth in a cell viability assay.
CHEMBL1075556,Homo sapiens,None,None,13220031,IC50,TEMSIROLIMUS,OE33,CHEMBL2363571,BAO_0000219,6.64,SANGER: Inhibition of human OE33 cell growth in a cell viability assay.
CHEMBL612447,Homo sapiens,None,None,13220233,IC50,TEMSIROLIMUS,RPMI-7951,CHEMBL2363608,BAO_0000219,7.41,SANGER: Inhibition of human RPMI-7951 cell growth in a cell viability assay.
CHEMBL614882,Homo sapiens,None,None,13220371,IC50,TEMSIROLIMUS,RPMI-8226,CHEMBL2363609,BAO_0000219,8.38,SANGER: Inhibition of human RPMI-8226 cell growth in a cell viability assay.
CHEMBL614913,Homo sapiens,None,None,13220419,IC50,TEMSIROLIMUS,SK-LU-1,CHEMBL2363643,BAO_0000219,6.99,SANGER: Inhibition of human SK-LU-1 cell growth in a cell viability assay.
CHEMBL614916,Homo sapiens,None,None,13220558,IC50,TEMSIROLIMUS,SK-MEL-1,CHEMBL2363644,BAO_0000219,6.57,SANGER: Inhibition of human SK-MEL-1 cell growth in a cell viability assay.
CHEMBL1075592,Homo sapiens,None,None,13220673,IC50,TEMSIROLIMUS,SW1990,CHEMBL2363684,BAO_0000219,6.11,SANGER: Inhibition of human SW1990 cell growth in a cell viability assay.
CHEMBL614055,Homo sapiens,None,None,13220772,IC50,TEMSIROLIMUS,SW48,CHEMBL2363685,BAO_0000219,6.21,SANGER: Inhibition of human SW48 cell growth in a cell viability assay.
CHEMBL2366093,Homo sapiens,None,None,13220873,IC50,TEMSIROLIMUS,TGBC24TKB,CHEMBL2363799,BAO_0000219,6.85,SANGER: Inhibition of human TGBC24TKB cell growth in a cell viability assay.
CHEMBL2366272,Homo sapiens,None,None,13221195,IC50,TEMSIROLIMUS,GI-1,CHEMBL2363242,BAO_0000219,6.97,SANGER: Inhibition of human GI-1 cell growth in a cell viability assay.
CHEMBL2366310,Homo sapiens,None,None,13221381,IC50,TEMSIROLIMUS,HH,CHEMBL2363277,BAO_0000219,9.18,SANGER: Inhibition of human HH cell growth in a cell viability assay.
CHEMBL383,Homo sapiens,None,None,13221511,IC50,TEMSIROLIMUS,HL-60,CHEMBL2363278,BAO_0000219,6.51,SANGER: Inhibition of human HL-60 cell growth in a cell viability assay.
CHEMBL2366104,Homo sapiens,None,None,13221693,IC50,TEMSIROLIMUS,IST-SL1,CHEMBL2363315,BAO_0000219,5.63,SANGER: Inhibition of human IST-SL1 cell growth in a cell viability assay.
CHEMBL2366228,Homo sapiens,None,None,13221922,IC50,TEMSIROLIMUS,KS-1,CHEMBL2363349,BAO_0000219,7.2,SANGER: Inhibition of human KS-1 cell growth in a cell viability assay.
CHEMBL1075483,Homo sapiens,None,None,13222021,IC50,TEMSIROLIMUS,KU-19-19,CHEMBL2363350,BAO_0000219,6.64,SANGER: Inhibition of human KU-19-19 cell growth in a cell viability assay.
CHEMBL1075491,Homo sapiens,None,None,13222038,IC50,TEMSIROLIMUS,LN-405,CHEMBL2363382,BAO_0000219,6.87,SANGER: Inhibition of human LN-405 cell growth in a cell viability assay.
CHEMBL2366172,Homo sapiens,None,None,13222177,IC50,TEMSIROLIMUS,LNCaP-Clone-FGC,CHEMBL2363383,BAO_0000219,6.74,SANGER: Inhibition of human LNCaP-Clone-FGC cell growth in a cell viability assay.
CHEMBL2366262,Homo sapiens,None,None,13222344,IC50,TEMSIROLIMUS,MFH-ino,CHEMBL2363420,BAO_0000219,5.07,SANGER: Inhibition of human MFH-ino cell growth in a cell viability assay.
CHEMBL1075504,Homo sapiens,None,None,13222458,IC50,TEMSIROLIMUS,MFM-223,CHEMBL2363421,BAO_0000219,6.24,SANGER: Inhibition of human MFM-223 cell growth in a cell viability assay.
CHEMBL2366285,Homo sapiens,None,None,13222515,IC50,TEMSIROLIMUS,NB12,CHEMBL2363453,BAO_0000219,5.86,SANGER: Inhibition of human NB12 cell growth in a cell viability assay.
CHEMBL2366225,Homo sapiens,None,None,13222654,IC50,TEMSIROLIMUS,NB13,CHEMBL2363454,BAO_0000219,6.27,SANGER: Inhibition of human NB13 cell growth in a cell viability assay.
CHEMBL614348,Homo sapiens,None,None,13222955,IC50,TEMSIROLIMUS,NCI-H1975,CHEMBL2363496,BAO_0000219,5.77,SANGER: Inhibition of human NCI-H1975 cell growth in a cell viability assay.
CHEMBL612540,Homo sapiens,None,None,13223020,IC50,TEMSIROLIMUS,NCI-H630,CHEMBL2363537,BAO_0000219,4.81,SANGER: Inhibition of human NCI-H630 cell growth in a cell viability assay.
CHEMBL1075543,Homo sapiens,None,None,13223197,IC50,TEMSIROLIMUS,NCI-H650,CHEMBL2363539,BAO_0000219,5.55,SANGER: Inhibition of human NCI-H650 cell growth in a cell viability assay.
CHEMBL2366339,Homo sapiens,None,None,13223251,IC50,TEMSIROLIMUS,OMC-1,CHEMBL2363572,BAO_0000219,6.3,SANGER: Inhibition of human OMC-1 cell growth in a cell viability assay.
CHEMBL2366068,Homo sapiens,None,None,13223387,IC50,TEMSIROLIMUS,ONS-76,CHEMBL2363573,BAO_0000219,7.48,SANGER: Inhibition of human ONS-76 cell growth in a cell viability assay.
CHEMBL2366341,Homo sapiens,None,None,13223661,IC50,TEMSIROLIMUS,RPMI-8866,CHEMBL2363611,BAO_0000219,7.5,SANGER: Inhibition of human RPMI-8866 cell growth in a cell viability assay.
CHEMBL614917,Homo sapiens,None,None,13223770,IC50,TEMSIROLIMUS,SK-MEL-2,CHEMBL2363645,BAO_0000219,6.22,SANGER: Inhibition of human SK-MEL-2 cell growth in a cell viability assay.
CHEMBL2366314,Homo sapiens,None,None,13223869,IC50,TEMSIROLIMUS,SK-MEL-24,CHEMBL2363646,BAO_0000219,7.11,SANGER: Inhibition of human SK-MEL-24 cell growth in a cell viability assay.
CHEMBL612262,Homo sapiens,None,None,13223954,IC50,TEMSIROLIMUS,SW-620,CHEMBL2363686,BAO_0000219,6.97,SANGER: Inhibition of human SW620 cell growth in a cell viability assay.
CHEMBL1075593,Homo sapiens,None,None,13224053,IC50,TEMSIROLIMUS,SW626,CHEMBL2363687,BAO_0000219,6.49,SANGER: Inhibition of human SW626 cell growth in a cell viability assay.
CHEMBL2366158,Homo sapiens,None,None,13224195,IC50,TEMSIROLIMUS,TI-73,CHEMBL2363802,BAO_0000219,6.5,SANGER: Inhibition of human TI-73 cell growth in a cell viability assay.
CHEMBL614056,Homo sapiens,None,None,13224325,IC50,TEMSIROLIMUS,TK-10,CHEMBL2363803,BAO_0000219,6.49,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.
CHEMBL2366074,Homo sapiens,None,None,13224417,IC50,TEMSIROLIMUS,GI-ME-N,CHEMBL2363243,BAO_0000219,6.26,SANGER: Inhibition of human GI-ME-N cell growth in a cell viability assay.
CHEMBL1075449,Homo sapiens,None,None,13224516,IC50,TEMSIROLIMUS,GMS-10,CHEMBL2363244,BAO_0000219,6.21,SANGER: Inhibition of human GMS-10 cell growth in a cell viability assay.
CHEMBL1075464,Homo sapiens,None,None,13224686,IC50,TEMSIROLIMUS,HLE,CHEMBL2363279,BAO_0000219,7.27,SANGER: Inhibition of human HLE cell growth in a cell viability assay.
CHEMBL614826,None,None,None,13224784,IC50,TEMSIROLIMUS,HMV-2 cell line,CHEMBL2363280,BAO_0000219,4.27,SANGER: Inhibition of human HMV-II cell growth in a cell viability assay.
CHEMBL1075465,Homo sapiens,None,None,13224875,IC50,TEMSIROLIMUS,HN,CHEMBL2363281,BAO_0000219,6.57,SANGER: Inhibition of human HN cell growth in a cell viability assay.
CHEMBL2366219,Homo sapiens,None,None,13224994,IC50,TEMSIROLIMUS,J-RT3-T3-5,CHEMBL2363317,BAO_0000219,7.91,SANGER: Inhibition of human J-RT3-T3-5 cell growth in a cell viability assay.
CHEMBL614586,Homo sapiens,None,None,13225084,IC50,TEMSIROLIMUS,J82,CHEMBL2363318,BAO_0000219,6.83,SANGER: Inhibition of human J82 cell growth in a cell viability assay.
CHEMBL613997,None,None,None,13225242,IC50,TEMSIROLIMUS,KU812 cell line,CHEMBL2363351,BAO_0000219,5.35,SANGER: Inhibition of human KU812 cell growth in a cell viability assay.
CHEMBL614096,Homo sapiens,None,None,13225478,IC50,TEMSIROLIMUS,LOX IMVI,CHEMBL2363385,BAO_0000219,6.92,SANGER: Inhibition of human LOXIMVI cell growth in a cell viability assay.
CHEMBL614347,Homo sapiens,None,None,13225641,IC50,TEMSIROLIMUS,MG-63,CHEMBL2363422,BAO_0000219,6.87,SANGER: Inhibition of human MG-63 cell growth in a cell viability assay.
CHEMBL1075505,Homo sapiens,None,None,13225818,IC50,TEMSIROLIMUS,MHH-ES-1,CHEMBL2363424,BAO_0000219,7.04,SANGER: Inhibition of human MHH-ES-1 cell growth in a cell viability assay.
CHEMBL2366212,Homo sapiens,None,None,13225838,IC50,TEMSIROLIMUS,NB14,CHEMBL2363455,BAO_0000219,7.0,SANGER: Inhibition of human NB14 cell growth in a cell viability assay.
CHEMBL2366064,Homo sapiens,None,None,13225939,IC50,TEMSIROLIMUS,NB17,CHEMBL2363456,BAO_0000219,5.08,SANGER: Inhibition of human NB17 cell growth in a cell viability assay.
CHEMBL1075527,Homo sapiens,None,None,13226111,IC50,TEMSIROLIMUS,NCI-H1993,CHEMBL2363497,BAO_0000219,4.81,SANGER: Inhibition of human NCI-H1993 cell growth in a cell viability assay.
CHEMBL1075528,Homo sapiens,None,None,13226205,IC50,TEMSIROLIMUS,NCI-H2009,CHEMBL2363498,BAO_0000219,4.73,SANGER: Inhibition of human NCI-H2009 cell growth in a cell viability assay.
CHEMBL1075529,Homo sapiens,None,None,13226250,IC50,TEMSIROLIMUS,NCI-H2029,CHEMBL2363499,BAO_0000219,4.84,SANGER: Inhibition of human NCI-H2029 cell growth in a cell viability assay.
CHEMBL1075544,Homo sapiens,None,None,13226380,IC50,TEMSIROLIMUS,NCI-H661,CHEMBL2363540,BAO_0000219,6.93,SANGER: Inhibition of human NCI-H661 cell growth in a cell viability assay.
CHEMBL614805,Homo sapiens,None,None,13226517,IC50,TEMSIROLIMUS,NCI-H69,CHEMBL2363541,BAO_0000219,5.02,SANGER: Inhibition of human NCI-H69 cell growth in a cell viability assay.
CHEMBL2366188,Homo sapiens,None,None,13226689,IC50,TEMSIROLIMUS,OS-RC-2,CHEMBL2363575,BAO_0000219,7.77,SANGER: Inhibition of human OS-RC-2 cell growth in a cell viability assay.
CHEMBL2366159,Homo sapiens,None,None,13226875,IC50,TEMSIROLIMUS,RS4-11,CHEMBL2363612,BAO_0000219,8.07,SANGER: Inhibition of human RS4-11 cell growth in a cell viability assay.
CHEMBL614145,Homo sapiens,None,None,13226965,IC50,TEMSIROLIMUS,RT-112,CHEMBL2363613,BAO_0000219,7.33,SANGER: Inhibition of human RT-112 cell growth in a cell viability assay.
CHEMBL614919,Homo sapiens,None,None,13227045,IC50,TEMSIROLIMUS,SK-MEL-28,CHEMBL2363647,BAO_0000219,6.88,SANGER: Inhibition of human SK-MEL-28 cell growth in a cell viability assay.
CHEMBL614920,Homo sapiens,None,None,13227139,IC50,TEMSIROLIMUS,SK-MEL3,CHEMBL2363648,BAO_0000219,6.18,SANGER: Inhibition of human SK-MEL-3 cell growth in a cell viability assay.
CHEMBL2366143,Homo sapiens,None,None,13227273,IC50,TEMSIROLIMUS,SW684,CHEMBL2363688,BAO_0000219,5.69,SANGER: Inhibition of human SW684 cell growth in a cell viability assay.
CHEMBL1075594,Homo sapiens,None,None,13227372,IC50,TEMSIROLIMUS,SW756,CHEMBL2363689,BAO_0000219,6.29,SANGER: Inhibition of human SW756 cell growth in a cell viability assay.
CHEMBL1075595,Homo sapiens,None,None,13227469,IC50,TEMSIROLIMUS,SW780,CHEMBL2363690,BAO_0000219,8.32,SANGER: Inhibition of human SW780 cell growth in a cell viability assay.
CHEMBL1075601,Homo sapiens,None,None,13227623,IC50,TEMSIROLIMUS,TYK-nu,CHEMBL2363806,BAO_0000219,9.11,SANGER: Inhibition of human TYK-nu cell growth in a cell viability assay.
CHEMBL1075602,Homo sapiens,None,None,13227721,IC50,TEMSIROLIMUS,U-118-MG,CHEMBL2363807,BAO_0000219,7.78,SANGER: Inhibition of human U-118-MG cell growth in a cell viability assay.
CHEMBL2366179,Homo sapiens,None,None,13227737,IC50,TEMSIROLIMUS,GOTO,CHEMBL2363245,BAO_0000219,5.92,SANGER: Inhibition of human GOTO cell growth in a cell viability assay.
CHEMBL1075450,Homo sapiens,None,None,13227836,IC50,TEMSIROLIMUS,GP5d,CHEMBL2363246,BAO_0000219,5.29,SANGER: Inhibition of human GP5d cell growth in a cell viability assay.
CHEMBL1075466,Homo sapiens,None,None,13228056,IC50,TEMSIROLIMUS,HO-1-N-1,CHEMBL2363282,BAO_0000219,8.09,SANGER: Inhibition of human HO-1-N-1 cell growth in a cell viability assay.
CHEMBL614643,Homo sapiens,None,None,13228191,IC50,TEMSIROLIMUS,HOP-62,CHEMBL2363283,BAO_0000219,5.34,SANGER: Inhibition of human HOP-62 cell growth in a cell viability assay.
CHEMBL614587,Homo sapiens,None,None,13228300,IC50,TEMSIROLIMUS,JAR,CHEMBL2363319,BAO_0000219,6.42,SANGER: Inhibition of human JAR cell growth in a cell viability assay.
CHEMBL2366348,Homo sapiens,None,None,13228399,IC50,TEMSIROLIMUS,JEG-3,CHEMBL2363320,BAO_0000219,6.46,SANGER: Inhibition of human JEG-3 cell growth in a cell viability assay.
CHEMBL2366119,Homo sapiens,None,None,13228448,IC50,TEMSIROLIMUS,KURAMOCHI,CHEMBL2363352,BAO_0000219,5.51,SANGER: Inhibition of human KURAMOCHI cell growth in a cell viability assay.
CHEMBL2366190,Homo sapiens,None,None,13228584,IC50,TEMSIROLIMUS,KY821,CHEMBL2363353,BAO_0000219,6.14,SANGER: Inhibition of human KY821 cell growth in a cell viability assay.
CHEMBL1075484,Homo sapiens,None,None,13228668,IC50,TEMSIROLIMUS,KYSE-140,CHEMBL2363354,BAO_0000219,6.81,SANGER: Inhibition of human KYSE-140 cell growth in a cell viability assay.
CHEMBL2366072,Homo sapiens,None,None,13228776,IC50,TEMSIROLIMUS,LS-1034,CHEMBL2363387,BAO_0000219,5.79,SANGER: Inhibition of human LS-1034 cell growth in a cell viability assay.
CHEMBL2366185,Homo sapiens,None,None,13229040,IC50,TEMSIROLIMUS,MHH-NB-11,CHEMBL2363425,BAO_0000219,5.19,SANGER: Inhibition of human MHH-NB-11 cell growth in a cell viability assay.
CHEMBL2366328,Homo sapiens,None,None,13229161,IC50,TEMSIROLIMUS,NB5,CHEMBL2363457,BAO_0000219,6.95,SANGER: Inhibition of human NB5 cell growth in a cell viability assay.
CHEMBL2366318,Homo sapiens,None,None,13229300,IC50,TEMSIROLIMUS,NB6,CHEMBL2363458,BAO_0000219,5.53,SANGER: Inhibition of human NB6 cell growth in a cell viability assay.
CHEMBL1075530,Homo sapiens,None,None,13229432,IC50,TEMSIROLIMUS,NCI-H2030,CHEMBL2363500,BAO_0000219,7.01,SANGER: Inhibition of human NCI-H2030 cell growth in a cell viability assay.
CHEMBL1075531,Homo sapiens,None,None,13229528,IC50,TEMSIROLIMUS,NCI-H2052,CHEMBL2363501,BAO_0000219,5.3,SANGER: Inhibition of human NCI-H2052 cell growth in a cell viability assay.
CHEMBL614213,Homo sapiens,None,None,13229871,IC50,TEMSIROLIMUS,OVCAR-3,CHEMBL2363576,BAO_0000219,5.31,SANGER: Inhibition of human OVCAR-3 cell growth in a cell viability assay.
CHEMBL614051,Homo sapiens,None,None,13230010,IC50,TEMSIROLIMUS,OVCAR-4,CHEMBL2363577,BAO_0000219,5.84,SANGER: Inhibition of human OVCAR-4 cell growth in a cell viability assay.
CHEMBL1075567,Homo sapiens,None,None,13230196,IC50,TEMSIROLIMUS,RVH-421,CHEMBL2363615,BAO_0000219,6.73,SANGER: Inhibition of human RVH-421 cell growth in a cell viability assay.
CHEMBL614923,Homo sapiens,None,None,13230430,IC50,TEMSIROLIMUS,SK-MES-1,CHEMBL2363651,BAO_0000219,6.67,SANGER: Inhibition of human SK-MES-1 cell growth in a cell viability assay.
CHEMBL1075596,Homo sapiens,None,None,13230652,IC50,TEMSIROLIMUS,SW837,CHEMBL2363691,BAO_0000219,5.61,SANGER: Inhibition of human SW837 cell growth in a cell viability assay.
CHEMBL2366302,Homo sapiens,None,None,13230787,IC50,TEMSIROLIMUS,SW872,CHEMBL2363692,BAO_0000219,5.05,SANGER: Inhibition of human SW872 cell growth in a cell viability assay.
CHEMBL615023,Homo sapiens,None,None,13230904,IC50,TEMSIROLIMUS,U2OS,CHEMBL2363808,BAO_0000219,7.15,SANGER: Inhibition of human U-2-OS cell growth in a cell viability assay.
CHEMBL2366315,Homo sapiens,None,None,13231043,IC50,TEMSIROLIMUS,U-266,CHEMBL2363809,BAO_0000219,6.82,SANGER: Inhibition of human U-266 cell growth in a cell viability assay.
CHEMBL2366373,Homo sapiens,None,None,13231151,IC50,TEMSIROLIMUS,ES6,CHEMBL2363214,BAO_0000219,6.57,SANGER: Inhibition of human ES6 cell growth in a cell viability assay.
CHEMBL2366111,Homo sapiens,None,None,13231296,IC50,TEMSIROLIMUS,GR-ST,CHEMBL2363247,BAO_0000219,7.48,SANGER: Inhibition of human GR-ST cell growth in a cell viability assay.
CHEMBL2366148,Homo sapiens,None,None,13231426,IC50,TEMSIROLIMUS,GT3TKB,CHEMBL2363248,BAO_0000219,7.04,SANGER: Inhibition of human GT3TKB cell growth in a cell viability assay.
CHEMBL1075451,Homo sapiens,None,None,13231487,IC50,TEMSIROLIMUS,H-EMC-SS,CHEMBL2363249,BAO_0000219,6.11,SANGER: Inhibition of human H-EMC-SS cell growth in a cell viability assay.
CHEMBL613889,Homo sapiens,None,None,13231596,IC50,TEMSIROLIMUS,HOP-92,CHEMBL2363284,BAO_0000219,6.65,SANGER: Inhibition of human HOP-92 cell growth in a cell viability assay.
CHEMBL614736,Homo sapiens,None,None,13231695,IC50,TEMSIROLIMUS,HOS,CHEMBL2363285,BAO_0000219,6.84,SANGER: Inhibition of human HOS cell growth in a cell viability assay.
CHEMBL2366359,Homo sapiens,None,None,13231860,IC50,TEMSIROLIMUS,JVM-2,CHEMBL2363321,BAO_0000219,5.45,SANGER: Inhibition of human JVM-2 cell growth in a cell viability assay.
CHEMBL2366372,Homo sapiens,None,None,13231986,IC50,TEMSIROLIMUS,JVM-3,CHEMBL2363322,BAO_0000219,8.4,SANGER: Inhibition of human JVM-3 cell growth in a cell viability assay.
CHEMBL613998,None,None,None,13232089,IC50,TEMSIROLIMUS,KYSE-150 cell line,CHEMBL2363355,BAO_0000219,5.53,SANGER: Inhibition of human KYSE-150 cell growth in a cell viability assay.
CHEMBL1075485,Homo sapiens,None,None,13232188,IC50,TEMSIROLIMUS,KYSE-180,CHEMBL2363356,BAO_0000219,6.35,SANGER: Inhibition of human KYSE-180 cell growth in a cell viability assay.
CHEMBL2366334,Homo sapiens,None,None,13232237,IC50,TEMSIROLIMUS,LS-123,CHEMBL2363388,BAO_0000219,5.66,SANGER: Inhibition of human LS-123 cell growth in a cell viability assay.
CHEMBL2366189,Homo sapiens,None,None,13232376,IC50,TEMSIROLIMUS,LS-411N,CHEMBL2363389,BAO_0000219,5.27,SANGER: Inhibition of human LS-411N cell growth in a cell viability assay.
CHEMBL2366127,Homo sapiens,None,None,13232495,IC50,TEMSIROLIMUS,MHH-PREB-1,CHEMBL2363426,BAO_0000219,9.3,SANGER: Inhibition of human MHH-PREB-1 cell growth in a cell viability assay.
CHEMBL614725,Homo sapiens,None,None,13232585,IC50,TEMSIROLIMUS,MIA PaCa-2,CHEMBL2363427,BAO_0000219,6.53,SANGER: Inhibition of human MIA-PaCa-2 cell growth in a cell viability assay.
CHEMBL614352,Homo sapiens,None,None,13232684,IC50,TEMSIROLIMUS,MKN-1,CHEMBL2363428,BAO_0000219,6.17,SANGER: Inhibition of human MKN1 cell growth in a cell viability assay.
CHEMBL1075510,Homo sapiens,None,None,13232759,IC50,TEMSIROLIMUS,NB69,CHEMBL2363459,BAO_0000219,8.02,SANGER: Inhibition of human NB69 cell growth in a cell viability assay.
CHEMBL2366345,Homo sapiens,None,None,13232860,IC50,TEMSIROLIMUS,NB7,CHEMBL2363460,BAO_0000219,7.75,SANGER: Inhibition of human NB7 cell growth in a cell viability assay.
CHEMBL2366150,Homo sapiens,None,None,13232921,IC50,TEMSIROLIMUS,NBsusSR,CHEMBL2363461,BAO_0000219,7.67,SANGER: Inhibition of human NBsusSR cell growth in a cell viability assay.
CHEMBL1075532,Homo sapiens,None,None,13233025,IC50,TEMSIROLIMUS,NCI-H2087,CHEMBL2363503,BAO_0000219,5.57,SANGER: Inhibition of human NCI-H2087 cell growth in a cell viability assay.
CHEMBL2366365,Homo sapiens,None,None,13233164,IC50,TEMSIROLIMUS,NCI-H209,CHEMBL2363504,BAO_0000219,6.81,SANGER: Inhibition of human NCI-H209 cell growth in a cell viability assay.
CHEMBL2366105,Homo sapiens,None,None,13233197,IC50,TEMSIROLIMUS,NCI-H720,CHEMBL2363544,BAO_0000219,8.02,SANGER: Inhibition of human NCI-H720 cell growth in a cell viability assay.
CHEMBL1075545,Homo sapiens,None,None,13233281,IC50,TEMSIROLIMUS,NCI-H727,CHEMBL2363545,BAO_0000219,6.33,SANGER: Inhibition of human NCI-H727 cell growth in a cell viability assay.
CHEMBL614214,Homo sapiens,None,None,13233427,IC50,TEMSIROLIMUS,OVCAR-5,CHEMBL2363578,BAO_0000219,6.91,SANGER: Inhibition of human OVCAR-5 cell growth in a cell viability assay.
CHEMBL612555,Homo sapiens,None,None,13233525,IC50,TEMSIROLIMUS,OVCAR-8,CHEMBL2363579,BAO_0000219,6.87,SANGER: Inhibition of human OVCAR-8 cell growth in a cell viability assay.
CHEMBL614660,Homo sapiens,None,None,13233624,IC50,TEMSIROLIMUS,P12-Ichikawa,CHEMBL2363580,BAO_0000219,7.89,SANGER: Inhibition of human P12-ICHIKAWA cell growth in a cell viability assay.
CHEMBL614886,Homo sapiens,None,None,13233654,IC50,TEMSIROLIMUS,RXF 393,CHEMBL2363616,BAO_0000219,7.8,SANGER: Inhibition of human RXF393 cell growth in a cell viability assay.
CHEMBL2366170,Homo sapiens,None,None,13233871,IC50,TEMSIROLIMUS,Ramos-2G6-4C10,CHEMBL2363618,BAO_0000219,9.47,SANGER: Inhibition of human Ramos-2G6-4C10 cell growth in a cell viability assay.
CHEMBL1075578,Homo sapiens,None,None,13233935,IC50,TEMSIROLIMUS,SK-N-AS,CHEMBL2363654,BAO_0000219,6.9,SANGER: Inhibition of human SK-N-AS cell growth in a cell viability assay.
CHEMBL1075579,Homo sapiens,None,None,13234074,IC50,TEMSIROLIMUS,SK-N-DZ,CHEMBL2363655,BAO_0000219,6.0,SANGER: Inhibition of human SK-N-DZ cell growth in a cell viability assay.
CHEMBL1075597,Homo sapiens,None,None,13234167,IC50,TEMSIROLIMUS,SW900,CHEMBL2363693,BAO_0000219,6.61,SANGER: Inhibition of human SW900 cell growth in a cell viability assay.
CHEMBL1075598,Homo sapiens,None,None,13234263,IC50,TEMSIROLIMUS,SW948,CHEMBL2363694,BAO_0000219,4.98,SANGER: Inhibition of human SW948 cell growth in a cell viability assay.
CHEMBL614247,Homo sapiens,None,None,13234570,IC50,TEMSIROLIMUS,U-87 MG,CHEMBL2363811,BAO_0000219,5.59,SANGER: Inhibition of human U-87-MG cell growth in a cell viability assay.
CHEMBL2366297,Homo sapiens,None,None,13234610,IC50,TEMSIROLIMUS,ES7,CHEMBL2363215,BAO_0000219,7.07,SANGER: Inhibition of human ES7 cell growth in a cell viability assay.
CHEMBL2366069,Homo sapiens,None,None,13234749,IC50,TEMSIROLIMUS,ES8,CHEMBL2363216,BAO_0000219,8.28,SANGER: Inhibition of human ES8 cell growth in a cell viability assay.
CHEMBL614804,Rattus norvegicus,None,None,13234905,IC50,TEMSIROLIMUS,H4,CHEMBL2363250,BAO_0000219,8.97,SANGER: Inhibition of human H4 cell growth in a cell viability assay.
CHEMBL614806,Homo sapiens,None,None,13234963,IC50,TEMSIROLIMUS,H9,CHEMBL2363251,BAO_0000219,8.31,SANGER: Inhibition of human H9 cell growth in a cell viability assay.
CHEMBL1075467,Homo sapiens,None,None,13235112,IC50,TEMSIROLIMUS,HPAF-II,CHEMBL2363286,BAO_0000219,6.15,SANGER: Inhibition of human HPAF-II cell growth in a cell viability assay.
CHEMBL1075468,Homo sapiens,None,None,13235211,IC50,TEMSIROLIMUS,HSC-2,CHEMBL2363287,BAO_0000219,6.7,SANGER: Inhibition of human HSC-2 cell growth in a cell viability assay.
